stt,word,furigana,Sino-Vietnamese,meaning,example
946,性能,せいのう,tính năng,"hiệu suất、tính năng,","[['1. この車はエンジンの性能がいい。', 'Tính năng động cơ xe ô tô này khá tốt.'], ['2. 今のパソコンは5年前の物と比べると、相当性能が高まっている。', 'Máy tính hiện nay nếu so với 5 năm trước thì những tính năng tương tự cao hơn nhiều.'], ['関 能力、機能', ''], ['合 高＿な', ''], ['連 ＿がいい＜＝＞悪い、＿が高い、＿が高まる、＿を高める', '']]"
947,操作,そうさ,thao tác,"thao tác, điều kiển","[['1. ｛機械/ロボット…」を操作する。', ''], ['2. このおもちゃは、リモコンの操作で働く。', 'Đồ chơi này hoạt động bằng thao tác của điều khiển từ xa.'], ['3. 遺伝子を操作して、新しい品種のバラを作った。', 'Thực hiện khéo léo gen di truyền đã tạo ra được loại hạt giống hoa hồng mới.'], ['4. この病院は、医療ミスを隠すためにカルテを操作していた。', 'Bệnh viện này đã kê đơn thuốc để giấu những sai lầm trong trị liệu.'], ['関 運転、操る', ''], ['合 ＿ミス、遠隔＿、遺伝子＿', '']]"
948,発揮,はっき,phát huy,"phát huy, gắng sức","[['1. 日本チームは実力を発揮して優勝した。', 'Đội tuyển Nhật Bản đã phát huy thực lực của mình và đã chiến thắng.'], ['2. 新社長は指導力を発揮して会社を立て直した。', 'Tân giám đốc đã phát huy năng lực chỉ đạo của mình để vực dậy công ty.']]"
949,頂点,ちょうてん,đỉnh điểm,"đỉnh, điểm","[['1. 三角形の頂点', ''], ['2. 山の頂点に立つ。', 'Đứng trên đỉnh ngọn núi.'], ['3. 試合の興奮は頂点に達した。', 'Hưng phấn của trận đấu là đạt đến đỉnh điểm.'], ['4. 彼はついに経済界の頂点に立った。', 'Anh ấy lúc nào cũng đứng trên đỉnh cao của giới kinh doanh.'], ['5. あのグループは今、人気の頂点にある。', 'Nhóm này bây giờ đang ở đỉnh cao của sự hâm mộ.'], ['関 頂上、山頂、いただき、てっぺん', ''], ['連 ＿に立つ、＿に達する、＿に登り詰める', '']]"
950,周辺,しゅうへん,chu biên,xung quanh,"[['1. 山火事が起こり、周辺の住民たちは避難した。', 'Xảy ra núi lửa, người dân xung quanh đã lánh nạn.'], ['2. 大都市周辺の町は、多くがベッドタウンになっている。', 'Thành phố xung quanh đô thị lớn trở thành khu vực mà dân ở đó phải đi làm ăn xa.'], ['関 付近', ''], ['類 回り、周囲、辺り', '']]"
951,現場,げんば,hiện trường,hiện trường,"[['1. 交通事故の現場を目撃した。', 'Chứng kiến hiện trường vụ tai nạn giao thông.'], ['2. 役人はもっと現場の声を聞いてほしい。', 'Công nhân muốn nghe âm thanh của nơi làm việc nhiều hơn.'], ['3. あの刑事は現場の経験が豊富だ。', 'Vụ án hình sự này phong phú về kinh nghiệm nơi làm việc.'], ['合 工事＿、事故＿、＿検証', '']]"
952,状況,じょうきょう,trạng huống,"trạng thái, tình trạng","[['1. 今、経済の状況が良くない。', 'Tình hình kinh tế bây giờ không tốt.'], ['2. 学生の生活状況を調査する。', 'Điều tra về tình hình cuộc sống của học sinh.'], ['関 状態、現状', ''], ['合 ＿判断', '']]"
953,組織,そしき,tổ chức,"tổ chức, tập thể, cơ quan","[['1. ユニセフは国際連合の組織だ。', 'UNICEF là một tổ chức của liên hợp quốc.'], ['2. 新しい組織を作る。', 'Tạo ra một tổ chức mới.'], ['3. 会社で労働組合を組織する。', 'Tổ chức công đoàn lao động tại công ty.'], ['4. ｛体/内臓/神経/細胞…｝の組織', ''], ['類 機関', ''], ['合 ＿的な、＿化', ''], ['連 ＿を立ち上げる', '']]"
954,制度,せいど,chế độ,chế độ,"[['1. 日本に郵便の制度ができたのは明治時代だ。', 'Chế độ bưu điện ở Nhật có từ thời Minh Trị.'], ['2. 国民健康保険の制度を改める。', 'Cải thiện chế độ bảo hiểm sức khỏe cho người dân.'], ['関 ［名詞］＋制', ''], ['類 システム', ''], ['合 ＿化、［名詞］＋制度', ''], ['連 ＿をもうける', '']]"
955,構成,こうせい,cấu thành,"cấu trúc, cấu thành","[['1. 論文の構成を考える。', 'Suy nghĩ cấu trúc đoạn văn.'], ['2. この学文は、8つ学科｛から/で｝構成されている。', 'Văn học này được cấu thành từ 8 môn học.'], ['3. 「家族構成は、祖父、両親、兄、私の5人です」', 'Thành phần gia đình có 5 người ông, bố mẹ, anh và tôi.'], ['関 構造', ''], ['連 家族＿、社会＿、文章＿、＿要素', '']]"
956,形式,けいしき,hình thức,hình thức,"[['1. 日本語で手紙を書きたいのだが、形式が分からない。', 'Tôi muốn viết thư bằng tiếng Nhật nhưng không hiểu hình thức.'], ['合 ＿的な', ''], ['対 内容', '']]"
957,傾向,けいこう,khuynh hướng,khuynh hướng,"[['1. 最近の若者は仕事より自分の生活を重視する傾向がある。', 'Giới trẻ gần đây có xu hướng xem trọng đời sống cá nhân hơn là công việc.'], ['2. 女性管理職は増える傾向にある。', 'Công việc quản lí cho phụ nữ có khuynh hướng tăng lên.'], ['3. ようやく景気回復の傾向が見えてきた。', 'Cuối cùng thì cũng có thể thấy được khuynh hướng kinh tế khôi phục.'], ['連 ～＿がある、～＿にある', '']]"
958,方針,ほうしん,phương châm,phương châm,"[['1. 会社の方針に沿って、働く。', 'Làm việc theo phương châm của công ty.'], ['2. 将来の方針を定める。', 'Quyết định phương châm tương lai.'], ['3. 子供の教育方針を立てる。', 'Xây dựng phương châm giáo dục cho trẻ em.'], ['4. 政府は経済政策の方針を誤った。', 'Chính phủ đã mắc sai lầm trong phương châm chính sách kinh tế.'], ['5. 我が校は文武両道を方針としている。', 'Trường chúng tôi đang thực hiện phương châm văn võ song toàn.'], ['連 ＿を立てる、＿を定める、＿に沿う、＿を誤る、＿とする', '']]"
959,徹底,てってい,triệt để,"triệt để, quán triệt","[['1. 指導を徹底する。', 'Chỉ đạo triệt để.'], ['2. 彼は徹底した無神論者だ。', 'Anh ta là người vô thần triệt để.'], ['3. 問題を徹底的に検討する。', 'Xem xét vấn đề này một cách triệt để.'], ['4. この事故は徹底的な調査が必要だ。', 'Vụ án này cần một cuộc điều tra mang tính triệt để.']]"
960,分析,ぶんせき,phân tích,phân tích,"[['1. 建物に使われている木を分析して、造られた年代を調べる。', 'Phân tích cây dùng để xây các tòa nhà có thể điều tra năm đã xây dựng nó.'], ['2. フロイトは精神分析で有名だ。', 'Froit nổi tiếng với sự phân tích tinh thần.'], ['3. 作家の文章を分析して、言葉の使い方をしらべる。', 'Phân tích bài văn tác giả có thể thấy được cách sử dụng từ ngữ.'], ['関 分解、分類', ''], ['対 統合', '']]"
961,維持,いじ,duy trì,duy trì,"[['1. 親の家を出たら、今の生活レベルを維持するのは難しい。', 'Sau khi rời gia đình để duy trì một mức độ sống bây giờ là rất khó khăn.'], ['2. 平和の維持に努めたい。', 'Tôi muốn nổ lực duy trì hòa bình.'], ['3. 長距離走では、一定のスピードを維持して走ることが大切だ。', 'Chạy cư li dài thì chạy duy trì ở tốc độ nhất định là rất quan trọng.'], ['関 保つ', ''], ['合 現状＿', '']]"
962,管理,かんり,quản lí,quản lý,"[['1. 私の仕事は｛ビル/駐車場/公園…｝の管理だ。', ''], ['2. 弁護士に財産の管理を頼んでいる。', 'Tôi nhờ luật sư quản lí tài sản.'], ['3. 健康管理も仕事のうちだと思う。', 'Tôi nghĩ quản lí sức khỏe cũng là công việc ở nhà.'], ['合 ＿人、＿職、＿会社、品質＿、健康＿', '']]"
963,行方(不明),ゆくえ,hành/hàng phương bất minh,"tung tích, hướng đi (không rõ rành, không minh bạch)","[['1. 娘が家でした。今、行方を探しているところだ。', 'Con gái ra khỏi nhà bây giờ đang truy tìm tung tích.'], ['2. 知人が山で行方不明になった。', 'Người thân bị mất tung tích trên núi.'], ['3. 試合時間が残り5分になっても、勝敗の行方は分からなかった。', 'Thời gian trận đấu dù còn 5 phút thì vẫn chưa biết được thắng bại cuối cùng.'], ['関 行き先', ''], ['合 ＿不明', '']]"
964,端,はし,đoan,"cạnh, lề","[['1. 道の端を歩く。', 'Đi bộ ở cạnh đường.'], ['2. ベンチの端に腰かける。', 'Ngồi ở cạnh ghế..'], ['慣 端から端まで', '']]"
965,場,じょう,trường,"địa điểm, chỗ, nơi","[['1. 山田さんは、高橋さんの申し出をその場で断った。', 'Yamada đã từ chối tại nơi đề nghị của Takahashi.'], ['2. 一人に慣れるばが欲しい。', 'Muốn một nơi quen thuộc chỉ có một mình.'], ['3. 鈴木教授は最近テレビに出たり、本を書いたりと、活動の場を広げている。', 'Giáo sư Suzuki gần đây hay xuất hiện trên tivi, viết sách, ông hoạt động khá rộng rãi.'], ['4. ｛公共/交流…｝の場', ''], ['5. 場の空気を読む。', 'Không gian đọc sách.'], ['関 場所、状況、場面', ''], ['合 たまり＿、＿違いな', ''], ['連 ｛この/その/あの｝＿限り、', ''], ['慣 足の踏みばもない、場数を踏む', '']]"
966,分野,ぶんや,phân dã,lĩnh vực,"[['1. 私の専門分野は会計学だ。', 'Lĩnh vực chuyên môn của tôi là kế toán.'], ['2. コンピューターグラフィックスは得意分野だ。', 'Lĩnh vực chuyên của tôi là tọa độ vi tính.'], ['3. 遺伝学の分野では高橋教授の右に出る者はいない。', 'Ở lĩnh vực di truyền học thì không ai giỏi hơn giáo sư Takahashi.'], ['関 方面、領分、範囲', ''], ['類 領域', ''], ['合 得意＿', '']]"
967,需要,じゅよう,nhu yêu/yếu,nhu cầu,"[['1. 物の値段には、需要と供給の関係が影響している。', 'Đối với giá cả đồ vật nó ảnh hưởng đến mối quan hệ giữa nhu cầu và cung cấp.'], ['2. 夏と冬は電力の需要が増える。', 'Vào mùa hè và mùa đông nhu cầu điện tiêu thụ tăng lên.'], ['3. 最近はエコの考えから電気自動車に対する需要が高まっている。', 'Gần đây, từ suy nghĩ sinh thái tăng nhu cầu đối với ô tô điện.'], ['類 ニーズ', ''], ['連 ＿がある＜＝＞ない、＿が増える＜＝＞減る、＿が増す、＿が高まる、＿を満たす', '']]"
968,供給,きょうきゅう,cung cấp,cung cấp,"[['1. 夏の電力の供給が不足しがちだ。', 'Sự cung cấp điện vào mùa hè thường thiếu.'], ['2. この辺りの農家は関東地方全域に新鮮な野菜を供給している。', 'Các nông gia vùng này cung cấp rau tươi cho toàn bộ các vùng Kantou.'], ['対 需要', '']]"
969,物資,ぶっし,vật tư,vật tư,"[['1. 内戦中のこの国は生活物資がひどく欠乏している。', 'Đất nước này trong thời kì chiến tranh đời sống vật chất thiếu thốn nghiêm trọng.'], ['2. 津波の被害地に救援物資を送る。', 'Gửi những vật phẩm cứu trờ tới vùng bị thiệt hại sóng thần.'], ['3. 経済が発展しているこの国は、物資が豊かだ。', 'Ở những nước có nền kinh tế phát triển hàng hóa phong phú.'], ['関 品物', ''], ['合 救援＿、生活＿', ''], ['連 ＿が｛豊かだ/豊富だ｝、＿が｛不足/欠乏｝している', '']]"
970,用途,ようと,dụng đồ,sử dụng,"[['1. 海外のスーパーには、用途の分からない道具がたくさん並んでいた。', 'Ở siêu thị nước ngoài, sếp rất nhiều đồ không biết cách sử dụng.'], ['2. 電子レンジは用途が広くて便利なものだ。', 'Lò vi sóng vì thuận tiện nên được sử dụng rộng rãi.'], ['類 使い道', ''], ['連 ＿が広い', '']]"
971,関連,かんれん,quan liên,"liên quan, quan hệ","[['1. この二つの事件に関連があるかどうか調べてみよう。', 'Hãy điều tra để biết xem hai vụ án này có mối liên quan hay không.'], ['2. 「先ほど黒田さんの報告に関連して、説明を追加させていただきます」', 'Tôi xin bổ sung thuyết trình liên quan đến báo cáo của Kuroda vừa rồi.'], ['関 関係', ''], ['合 ＿性、＿記事', ''], ['連 ＿がある＜=＞ない', '']]"
