stt,word,furigana,Sino-Vietnamese,meaning,example
803,バランス,,,cân bằng (balance),"[['1. 栄養のバランスがいい食事をする', 'Ăn những bữa ăn cân bằng về dinh dưỡng.'], ['2. このデザインは左右のバランスが悪い', 'Thiết kế này không cân bằng hai bên trái phải.'], ['連 ＿がいい <=> 悪い、＿がとれる、＿をとる', 'Có sự cân bằng <=> không có sự cân bằng, lấy cân bằng'], ['関 アンバランスな', 'Không cân bằng']]"
804,レベル,,,"trình độ, cấp độ (level)","[['1. マリアさんは日本語のレベルが高い', 'Maria có trình độ tiếng Nhật cao.'], ['2. レベル別にクラスを分ける', 'Phân lớp theo trình độ.'], ['連 ＿が高い <=> 低い、＿が上がる <=> 下がる、＿を上げる <=> 下げる', 'Trình độ cao <=> trình độ thấp, trình độ tăng <=> trình độ giảm, tăng trình độ <=> giảm trình độ'], ['合 ＿アップ <=> ＿ダウン', 'Tăng <=> giảm']]"
805,アップ,,,"tăng lên, đến gần (cận cảnh)","[['1. 時給がアップした', 'Tăng lương giờ.'], ['2. 写真をアップでとる', 'Chụp ảnh cận cảnh.'], ['合 ｛レベル／イメージ／スピード\u3000…｝＋アップ', 'Tăng {trình độ/ ấn tượng/ tốc độ…}'], ['対 ダウン', 'Giảm'], ['関 上がる', 'Tăng']]"
806,ダウン,,,"hạ xuống, tải xuống,bị hạ (down)","[['1. 給料ダウンで生活が苦しい', 'Vì giảm lương nên cuộc sống khó khăn.'], ['2. かぜでダウンした', 'Bị ốm và hạ nhiệt.'], ['合 ｛レベル／イメージ／スピード／コスト\u3000…｝＋ダウン', 'Giảm {trình độ/ ấn tượng/ tốc độ/ giá…}'], ['対 アップ', 'Tăng'], ['関 下がる', 'Giảm']]"
807,プラス,,,"cộng, dư, tác động tích cực (addition, surplus, positive impact)","[['1. まじめに働いていたら、時給が20円プラスされた', 'Vì làm việc chăm chỉ nên lương giờ đã được tăng thêm 20 yên.'], ['2. 今月の収支は｛プラス／マイナス｝だった', 'Thu chi tháng này {dư/ lỗ}.'], ['3. 漢字を覚えることは、日本語の勉強にプラスになります', 'Việc nhớ kanji rất có lợi cho việc học tiếng Nhật.'], ['連 ＿になる', 'Có hại'], ['合 ＿評価、＿効果', 'Đánh giá tiêu cực, tác động tiêu cực']]"
808,マイナス,,,"trừ, âm, lỗ, tác động tiêu cực (subtration, deficit, negative impact)","[['1. 今月の給料は1万円のマイナスだった', 'Lương tháng này đã bị trừ một man.'], ['2. 今月の収支は｛プラス／マイナス｝だった', 'Thu chi tháng này {dư/ lỗ}.'], ['3. 「こんなことをしていたら、あなたにとってマイナスになりますよ」', 'Nếu bạn làm những điều đó thì sẽ có hại cho bạn.'], ['連 ＿になる', 'Có hại'], ['合 ＿評価、＿効果', 'Đánh giá tiêu cực, tác động tiêu cực']]"
809,イメージ,,,hình ảnh (image),"[['1. 私はこの曲から広い海をイメージした', 'Tôi đã hình dung thấy hình ảnh biển rộng từ bài hát này.'], ['2. イメージがいい女優をCMに使う', 'Sử dụng hình ảnh nữ diễn viên để quảng cáo.'], ['連 ＿がいい <=> 悪い、＿が浮かぶ、＿がアップする <=> ダウンする', 'Hình ảnh xấu <=> hình ảnh đẹp, hình ảnh nổi, hình ảnh đi lên <=>hình ảnh đi xuống'], ['合 ＿チェンジ、＿アップ <=> ＿ダウン', 'Thay đổi hình ảnh, cải thiện hình ảnh <=> phá hủy hình ảnh']]"
810,コンテスト,,,cuộc thi (contest),"[['1. スピーチのコンテストで優勝した', 'Tôi đã chiến thắng trong cuộc thi diễn thuyết.'], ['連 ＿に｛出る／出場する｝、＿に参加する', 'Tham gia cuộc thi'], ['合 スピーチ＿、写真＿', 'Cuộc thi diễn thuyết, cuộc thi ảnh'], ['類 コンクール', 'Cuộc thi']]"
811,マスコミ,,,"các phương tiện truyền thông, thông tin đại chúng","[['1. このニュースはマスコミに注目されている', 'Tin tức này đang được phương tiện truyền thông chú ý.'], ['2. マスコミ関係の仕事がしたい', 'Muốn làm công việc liên quan đến truyền thông.']]"
812,プライバシー,,,"riêng tư, cá nhân (privacy)","[['1. 現代社会では個人のプライバシーが守られないことが多い', 'Trong xã hội hiện đại, có nhiều khi không thể bảo vệ được quyền riêng tư cá nhân.'], ['連 ＿を守る、＿をおかす、＿の侵害', 'Bảo vệ sự riêng tư, cam kết sự riêng tư, xâm phạm quyền riêng tư']]"
813,オフィス,,,văn phòng (office),"[['合 ＿街、＿ビル', 'Khu phố văn phòng, tòa nhà văn phòng'], ['関 事務所', 'Văn phòng, trụ sở']]"
814,ルール,,,luật lệ (rule),"[['1. サッカーのルールを覚える', 'Nhớ luật của bóng đá.'], ['2. 交通ルールは国によって違う', 'Luật giao thông thì tùy vòa từng nước sẽ khác nhau.'], ['連 ＿を守る <=> 破る、＿に違反する、＿に従う', 'Tuân thủ luật <=> phá vỡ luật, phạm luật, thực hiện theo luật'], ['合 ＿違反', 'Vi phạm'], ['類 規則', 'Quy tắc, luật lệ']]"
815,マナー,,,"kiểu, tác phong, cách ứng xử (manners)","[['1. フランス料理のマナーは難しい', 'Cách thức dùng món ăn Pháp là khó.'], ['連 ＿がいい <=> 悪い、＿を守る、＿｛が／に｝厳しい', 'Cách cư xử tốt, thái độ lịch sự <=> cách cư xử xấu, thái độ khiếm nhã, bảo vệ phong cách, cách cư xử khắt khe'], ['合 ＿違反、テーブル＿', 'Vi phạm phép tắc/ phép tắc ăn uống'], ['類 エチケット、礼儀', 'Nghi thức, lễ nghi']]"
816,ミス,,,lỗi (mistake),"[['1. 試合でミスをして、負けてしまった', 'Vì mắc lỗi trong trận đấu nên đã thua.'], ['連 ＿をおかす', 'Làm sai, mắc lỗi'], ['合 計算＿、ジャッジ、＿プリント', 'Tính sai, đánh gái sai, bản in lỗi'], ['関 失敗', 'Thất bại']]"
817,スケジュール,,,"lịch trình, lịch biểu (schedule)","[['1. 今週のスケジュールを確認する', 'Xác nhận lại lịch của tuần này.'], ['2. 週末はスケジュール｛が／で｝いっぱいだ', 'Cuối  tuần kín lịch.'], ['連 ＿を立てる、＿を組む', 'Tạo lịch, lập lịch'], ['合 ＿表、＿帳', 'Kế hoạch, sổ lịch'], ['類 予定', 'Kế hoạch']]"
818,タイトル,,,tiểu đề (title),"[['1. タイトルをよく見てから文章を読む', 'Sau khi đọc kĩ tiêu đề xong thì đọc đoạn văn.'], ['2. 有名な映画のタイトルが思い出せない', 'Không thể nhớ ra tiêu đề của bộ phim nổi tiếng đó.'], ['類 題名', 'Tiêu đề']]"
819,テーマ,,,chủ đề (topic),"[['1. この映画のテーマは「愛」だ', 'Chủ đề của bộ phim là tình yêu.'], ['2. 論文のテーマが決まらない', 'Tôi chưa quyết định chủ đề của luận văn.'], ['合 ＿ソング、＿音楽、＿パーク', 'Bài hát chủ đề, nhạc chủ đề, công viên theo chủ đề'], ['類 主題', 'Chủ đề']]"
820,ストーリー,,,câu chuyện (story),"[['1. 「あの映画のストーリーを教えてください」', '""Hãy kể câu chuyện của bộ phim đó cho tôi.""'], ['関 あらすじ', 'Tóm lược']]"
821,ヒット,,,"nổi tiếng, đỉnh cao (hit)","[['1. あの歌手の新曲はヒットしている', 'Ca khúc mới của ca sĩ đó đang rất nổi tiếng.'], ['合 ＿曲、＿商品、大＿', 'Ca khúc nổi tiếng, sản phẩm được công chúng nhiệt tình đón nhận, làm nổi tiếng']]"
822,ブランド,,,thương hiệu (brand),"[['1. 海外でブラインドのバッグを買った', 'Tôi đã mua túi sách có thương hiệu ở nước ngoài.'], ['2. 彼女は一流ブランドのものしか使わない', 'Cô ấy chỉ sử dụng đồ thương hiệu cao cấp.'], ['合 ＿品、＿もの、一流＿', 'Hàng hóa thương hiệu, sản phẩm thương hiệu, thương hiệu cao cấp']]"
823,レンタル,,,thuê (rental),"[['1. このスーツケースはレンタルだ', 'Cái vali này là thuê.'], ['2. パーティードレスはレンタルすることにした', 'Tôi đã quyết định thuê bộ váy dự tiệc.'], ['合 ＿ビデオ、＿ショップ、＿料', 'Video cho thuê, cửa hàng cho thuê, phí thuê'], ['関 レンタカー、レンタサイクル', 'Ô tô cho thuê, xe đạp cho thuê']]"
824,リサイクル,,,tái chế (recycling),"[['1. 古いくなった服をリサイクルに出した', 'Quần áo cũ mang đi tái chế.'], ['2. 新聞紙はリサイクルされて、トイレットペーパーなどになる', 'Giấy báo được tái chế thành giấy vệ sinh.'], ['連 ＿に出す', 'Đưa ra để tái chế'], ['合 ＿運動、＿ショップ', 'Phong trào tái chế, cửa hàng tái chế'], ['類 再利用', 'Tái sử dụng']]"
825,ラベル,,,nhãn dán (label),"[['1. ビンのラベルをはがして、リサイクルに出す', 'Bóc cái nhãn dán của cái bình ra rồi đưa đi tái chế.']]"
826,タイプ,,,"kiểu, mẫu (type)","[['1. このクラスにはいろいろなタイプの学生がいる', 'Trong lớp học này có nhiều kiểu học sinh.'], ['2. 彼女は私の理想のタイプだ', 'Cô ấy là mẫu người lí tưởng của tôi.'], ['3. このタイプのパソコンはもう売っていない', 'Máy tính kiểu này không còn bán nữa.'], ['類 型', 'Kiểu, mẫu']]"
827,スタイル,,,"dáng, phong cách (style)","[['1. 彼女はスタイルを気にしてダイエットしている', 'Cô ấy chú ý đến dáng và đang ăn kiêng.'], ['連 ＿がいい＿が悪い', 'Phong cách đẹp <=> phong cách xấu'], ['合 ヘア＿、ライフ＿', 'Kiểu tóc, phong cách sống']]"
828,セット,,,"bộ, đặt (đồng hồ) (set)","[['1. テーブルといすをセットで買う', 'Mua một bộ bàn và ghế.'], ['2. このグラスは５個で１セットです', 'Cái cốc thủy tinh này một bộ là 5 cái.'], ['3. 目覚まし時計を６時にセットした', 'Đặt đồng hồ báo thức lúc 6 giờ.'], ['合 ［数字］\u3000＋セット', 'Lượng số + セット']]"
829,ウイルス,,,virus,"[['1. この病気はウイルスによって起こる', 'Bệnh này do virut gây ra.'], ['2. ウイルスが入ってパソコンが故障した', 'Có virut vào và máy tính đã hỏng.'], ['合 インフルエンザ＿', 'Virut cúm']]"
830,ロボット,,,robot,"[['1. 子どもはロボットのアニメが好きだ', 'Trẻ con rất thích phim hoạt hình robot.'], ['2. ロボットは工場で危険な作業をする', 'Robot làm những công việc nguy hiểm ở nhà máy.'], ['合 産業＿', 'Robot công nghiệp']]"
831,エネルギー,,,năng lượng (energy),"[['1. 地球ではさまざまなエネルギーが不足している', 'Trái đất đang thiếu nhiều loại năng lượng.'], ['2. 機械を動かすにはエネルギーが必要', 'Máy móc hoạt động cần có năng lượng.'], ['3. 仕事で疲れてしまって、もうエネルギーが残っていない', 'Vì công việc tôi đã rất mệt, không còn chút năng lượng nào.'], ['合 ｛原子力／熱／太陽\u3000…｝＋エネルギー、省＿＞省エネ、＿不足、＿資源', 'Năng lượng nguyên tử/ năng lượng nhiệt/ năng lượng mặt trời, tiết kiệm năng lượng, thiếu năng lượng, tài nguyên năng lượng']]"
832,デジタル,,,kỹ thuật số (digital),"[['1. デジタルの時計は見やすい', 'Đồng hồ kĩ thuật số( đồng hồ điện tử) dễ nhìn.'], ['合 ＿カメラ＞デジカメ、＿時計', 'Máy ảnh kỹ thuật số, đồng hồ kĩ thuật số'], ['対 アナログ', 'Tương tự( một cách biểu diễn đối với các giá trị biến đổi của các thiết bị chỉ thị khi bộ phận trỏ của nó thay đổi liên tục)']]"
833,マイク,,,microphone,"[['1. みなんの前でマイクを持って話す', 'Cầm micro và nói trước mặt mọi người.'], ['関 スピーカー', 'Người diễn thuyết']]"
834,プレーキ,,,phanh (brake),"[['1. ブレーキを踏んでスピードを落とした', 'Giẫm lên phanh giảm tốc độ.'], ['2. 石油の値上がりで、経済の発展にブレーキがかかった', 'Vì giá dầu tăng, sự phát triển kinh tế phanh lại.'], ['3. 弟のいたずらがひどいときは、ブレーキをかけるようにしている', 'Khi đứa em tôi nghịch ngợm quá thể, hãy cố gắng kiềm nó lại.'], ['連 ＿をかける、＿を踏む、＿がきかない、＿がかかる、＿をかける', 'Bóp phanh/ giẫm phanh/ phanh không hoạt động, phanh không ăn/ phanh( dừng lại)'], ['合 急', 'Phanh gấp'], ['関 アクセル、ハンドル、ヘッドライト、タイヤ、パンク', 'Chân ga, tay cầm, đèn pha, cặp vành, lốp xe, xịt lốp xe']]"
835,ペンキ,,,sơn (paint),"[['1. かべにペンキを塗る', 'Quét sơn lên tường.'], ['連 ＿を塗る、＿がはがれる', 'Quét sơn, bóc sơn (sơn bong)']]"
836,炊ける,た,xuy,được nấu,"[['1. ごはんがたけた', 'Cơm đã nấu xong.']]"
837,炊く,た,xuy,nấu (cơm),"[['1. ごはんをたく', 'Nấu cơm.']]"
838,煮える,に,chử,"được nấu, hầm","[['1. 「この野菜をスープで煮て、煮えたら塩で味をつけてください」', 'Ninh rau bằng súp, khi rau nhừ rồi cho gia vị muối vào.'], ['合 煮もの', 'Đồ nấu']]"
